"filename", "language", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"f:\urbanReality\urban-reality-os\src\components\terrain\GreenCoverLayer.jsx", "JavaScript JSX", 0, 3, 0, 0, 3
"f:\urbanReality\urban-reality-os\src\components\terrain\HeatLayer.jsx", "JavaScript JSX", 0, -9, 0, -2, -11
"f:\urbanReality\urban-reality-os\src\layers\terrain\HeatLayerPlugin.js", "JavaScript", 41, 0, 1, -1, 41
"Total", "-", 41, -6, 1, -3, 33
